^AthleteID^|^ActivityID^|^StartTime^|^TotalElapsedTime^|^TotalDistanceMeters^|^MaxSpeedMPH^|^MeasuredTime^|^Latitude^|^Longitude^|^AltitudeMeters^|^DistanceMeters^|^CurrentSpeedMPH^|^CurrentGrade^ 
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:14^|^47.717604^|^-122.026488^|^126.6^|^30183.5^|^11.6^|^6.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:15^|^47.717576^|^-122.026531^|^126.8^|^30188.0^|^12.1^|^6.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:16^|^47.717538^|^-122.026564^|^127.1^|^30192.9^|^12.1^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:17^|^47.71751^|^-122.026609^|^127.3^|^30197.5^|^11.4^|^5.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:18^|^47.717469^|^-122.026635^|^127.6^|^30202.5^|^11.0^|^4.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:19^|^47.717441^|^-122.026658^|^127.8^|^30206.0^|^10.1^|^4.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:20^|^47.717406^|^-122.026704^|^128.0^|^30211.3^|^10.5^|^3.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:21^|^47.717366^|^-122.026768^|^128.2^|^30217.8^|^11.2^|^3.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:22^|^47.717328^|^-122.026796^|^128.3^|^30222.5^|^11.2^|^3.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:23^|^47.717271^|^-122.026813^|^128.5^|^30228.9^|^11.9^|^3.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:24^|^47.71723^|^-122.0269^|^128.8^|^30236.9^|^13.9^|^3.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:25^|^47.717188^|^-122.026945^|^129.0^|^30242.6^|^14.1^|^3.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:26^|^47.717181^|^-122.027009^|^129.1^|^30247.5^|^13.2^|^3.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:27^|^47.71716^|^-122.027056^|^129.2^|^30251.8^|^13.2^|^3.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:28^|^47.717139^|^-122.027115^|^129.4^|^30256.7^|^12.5^|^4.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:29^|^47.717085^|^-122.027195^|^129.8^|^30265.2^|^12.8^|^4.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:30^|^47.717042^|^-122.027282^|^130.2^|^30273.3^|^13.6^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:31^|^47.717002^|^-122.027364^|^130.6^|^30280.9^|^15.0^|^5.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:32^|^47.716958^|^-122.027449^|^131.1^|^30289.0^|^16.6^|^5.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:33^|^47.716924^|^-122.027536^|^131.4^|^30296.5^|^17.9^|^5.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:34^|^47.716906^|^-122.027626^|^131.9^|^30303.5^|^17.2^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:35^|^47.716875^|^-122.0277^|^132.3^|^30310.0^|^16.3^|^-0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:36^|^47.71687^|^-122.027759^|^131.4^|^30314.5^|^15.0^|^-2.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:37^|^47.716873^|^-122.027836^|^131.2^|^30320.3^|^14.1^|^-4.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:38^|^47.716858^|^-122.027909^|^131.4^|^30326.0^|^13.2^|^1.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:39^|^47.716854^|^-122.027958^|^131.5^|^30329.7^|^11.6^|^2.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:41^|^47.716849^|^-122.02805^|^131.7^|^30336.7^|^9.8^|^2.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:42^|^47.716844^|^-122.02809^|^131.7^|^30339.7^|^8.7^|^2.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:43^|^47.716845^|^-122.028141^|^131.8^|^30343.5^|^7.8^|^1.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:44^|^47.716812^|^-122.02818^|^131.9^|^30348.3^|^8.3^|^2.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:46^|^47.716812^|^-122.028237^|^132.0^|^30352.5^|^7.2^|^2.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:48^|^47.716802^|^-122.02829^|^132.1^|^30356.7^|^5.8^|^2.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:50^|^47.716791^|^-122.028362^|^132.2^|^30362.2^|^5.1^|^2.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:52^|^47.716783^|^-122.028445^|^132.3^|^30368.5^|^6.0^|^1.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:53^|^47.716777^|^-122.028503^|^132.4^|^30372.9^|^7.2^|^1.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:54^|^47.716775^|^-122.028558^|^132.4^|^30377.0^|^7.6^|^1.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:55^|^47.716765^|^-122.028603^|^132.5^|^30380.6^|^8.3^|^1.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:56^|^47.716751^|^-122.028646^|^132.6^|^30384.2^|^8.3^|^2.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:57^|^47.716736^|^-122.028688^|^132.6^|^30387.7^|^8.5^|^2.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:58^|^47.716725^|^-122.028733^|^132.7^|^30391.3^|^8.3^|^1.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:13:59^|^47.716714^|^-122.028776^|^132.8^|^30394.7^|^7.8^|^1.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:00^|^47.716704^|^-122.028824^|^132.8^|^30398.5^|^8.1^|^2.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:01^|^47.716699^|^-122.028885^|^132.9^|^30403.2^|^8.5^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:02^|^47.716697^|^-122.02893^|^133.0^|^30406.6^|^8.5^|^1.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:04^|^47.716705^|^-122.028986^|^133.0^|^30410.9^|^7.2^|^1.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:06^|^47.716705^|^-122.029073^|^133.1^|^30417.4^|^6.3^|^1.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:07^|^47.716701^|^-122.029135^|^133.2^|^30422.1^|^6.9^|^1.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:08^|^47.716696^|^-122.029199^|^133.3^|^30426.9^|^7.6^|^2.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:09^|^47.71669^|^-122.02926^|^133.4^|^30431.5^|^9.2^|^1.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:10^|^47.716679^|^-122.029318^|^133.5^|^30436.0^|^9.4^|^1.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:11^|^47.716665^|^-122.029366^|^133.5^|^30439.9^|^10.1^|^2.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:12^|^47.716653^|^-122.029414^|^133.6^|^30443.8^|^9.6^|^2.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:13^|^47.716637^|^-122.029474^|^133.8^|^30448.7^|^9.8^|^3.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:14^|^47.716619^|^-122.029544^|^133.9^|^30454.2^|^10.1^|^3.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:15^|^47.716602^|^-122.029618^|^134.1^|^30460.1^|^10.7^|^2.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:16^|^47.716584^|^-122.029697^|^134.3^|^30466.4^|^11.9^|^3.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:17^|^47.716573^|^-122.029776^|^134.5^|^30472.5^|^12.8^|^3.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:18^|^47.716571^|^-122.029849^|^134.7^|^30477.9^|^13.0^|^3.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:19^|^47.716569^|^-122.029908^|^134.8^|^30482.4^|^12.5^|^2.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:20^|^47.716565^|^-122.029956^|^134.9^|^30486.0^|^11.6^|^2.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:21^|^47.716562^|^-122.030009^|^135.0^|^30490.0^|^10.5^|^2.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:22^|^47.716557^|^-122.030063^|^135.1^|^30494.1^|^9.6^|^2.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:23^|^47.716555^|^-122.03011^|^135.2^|^30497.6^|^8.7^|^2.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:24^|^47.716553^|^-122.030156^|^135.2^|^30501.0^|^8.3^|^1.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:25^|^47.716551^|^-122.03021^|^135.3^|^30505.1^|^8.5^|^2.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:26^|^47.71655^|^-122.030272^|^135.4^|^30509.7^|^8.7^|^2.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:27^|^47.716546^|^-122.030332^|^135.6^|^30514.3^|^8.9^|^2.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:28^|^47.716541^|^-122.030398^|^135.7^|^30519.3^|^9.6^|^2.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:29^|^47.71653^|^-122.030467^|^135.8^|^30524.6^|^10.5^|^2.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:30^|^47.716517^|^-122.030531^|^135.9^|^30529.6^|^11.0^|^2.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:31^|^47.716501^|^-122.030597^|^136.1^|^30534.8^|^11.2^|^2.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:32^|^47.716487^|^-122.030656^|^136.2^|^30539.6^|^11.4^|^2.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:33^|^47.716473^|^-122.030709^|^136.2^|^30543.8^|^11.0^|^1.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:34^|^47.716456^|^-122.030761^|^136.3^|^30548.1^|^10.5^|^1.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:35^|^47.716437^|^-122.030808^|^136.4^|^30552.2^|^10.1^|^2.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:36^|^47.716419^|^-122.030861^|^136.5^|^30556.8^|^9.8^|^2.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:37^|^47.716403^|^-122.030931^|^136.6^|^30562.3^|^10.1^|^2.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:38^|^47.716391^|^-122.031^|^136.7^|^30567.6^|^10.7^|^2.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:39^|^47.716385^|^-122.031062^|^136.9^|^30572.3^|^10.7^|^2.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:40^|^47.716382^|^-122.031119^|^137.0^|^30576.6^|^11.0^|^2.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:41^|^47.716377^|^-122.031181^|^137.1^|^30581.3^|^11.0^|^2.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:42^|^47.716369^|^-122.031239^|^137.2^|^30585.8^|^10.5^|^2.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:43^|^47.716359^|^-122.031294^|^137.3^|^30590.0^|^10.1^|^2.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:44^|^47.716349^|^-122.031345^|^137.4^|^30594.0^|^9.6^|^2.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:45^|^47.71634^|^-122.031394^|^137.5^|^30597.8^|^9.4^|^2.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:46^|^47.716336^|^-122.031443^|^137.6^|^30601.5^|^8.9^|^2.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:47^|^47.716334^|^-122.031491^|^137.7^|^30605.1^|^8.7^|^2.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:48^|^47.716324^|^-122.031549^|^137.8^|^30609.6^|^8.7^|^2.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:49^|^47.71631^|^-122.031607^|^137.9^|^30614.2^|^8.9^|^2.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:50^|^47.716297^|^-122.031664^|^138.1^|^30618.7^|^9.4^|^2.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:51^|^47.71629^|^-122.031722^|^138.2^|^30623.1^|^9.6^|^3.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:52^|^47.716288^|^-122.031774^|^138.3^|^30627.1^|^9.8^|^2.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:53^|^47.716289^|^-122.031828^|^138.4^|^30631.1^|^9.6^|^3.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:54^|^47.716288^|^-122.031881^|^138.5^|^30635.1^|^9.4^|^3.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:55^|^47.71629^|^-122.03194^|^138.7^|^30639.5^|^9.4^|^3.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:56^|^47.716291^|^-122.031991^|^138.8^|^30643.4^|^9.2^|^3.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:57^|^47.716294^|^-122.032034^|^138.9^|^30646.6^|^8.7^|^3.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:14:59^|^47.716297^|^-122.0321^|^139.1^|^30651.6^|^7.4^|^4.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:01^|^47.716302^|^-122.032171^|^139.3^|^30656.9^|^6.0^|^4.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:03^|^47.716307^|^-122.032254^|^139.6^|^30663.2^|^6.3^|^5.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:04^|^47.716307^|^-122.032301^|^139.8^|^30666.7^|^6.7^|^5.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:05^|^47.716307^|^-122.03236^|^140.1^|^30671.1^|^7.4^|^5.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:06^|^47.716302^|^-122.032413^|^140.3^|^30675.1^|^8.1^|^5.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:07^|^47.716294^|^-122.032457^|^140.5^|^30678.6^|^8.1^|^4.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:08^|^47.716285^|^-122.032505^|^140.7^|^30682.3^|^8.5^|^4.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:09^|^47.71628^|^-122.032555^|^140.8^|^30686.1^|^8.7^|^3.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:10^|^47.716283^|^-122.032604^|^140.9^|^30689.8^|^8.3^|^2.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:11^|^47.716289^|^-122.032649^|^141.0^|^30693.2^|^8.1^|^1.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:12^|^47.7163^|^-122.032692^|^141.0^|^30696.6^|^8.1^|^0.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:13^|^47.71631^|^-122.032734^|^141.0^|^30700.0^|^7.8^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:14^|^47.71632^|^-122.032778^|^141.0^|^30703.5^|^7.8^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:15^|^47.716329^|^-122.03282^|^141.0^|^30706.7^|^7.6^|^2.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:17^|^47.71633^|^-122.03289^|^141.2^|^30712.0^|^6.9^|^4.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:19^|^47.716315^|^-122.032956^|^141.5^|^30717.2^|^6.0^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:21^|^47.716281^|^-122.033023^|^141.9^|^30723.6^|^6.3^|^5.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:22^|^47.716253^|^-122.033056^|^142.1^|^30727.5^|^6.9^|^5.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:23^|^47.716228^|^-122.033083^|^142.3^|^30731.0^|^7.2^|^4.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:24^|^47.716208^|^-122.033111^|^142.4^|^30734.0^|^7.6^|^3.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:25^|^47.716187^|^-122.033139^|^142.5^|^30737.2^|^7.4^|^3.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:26^|^47.716168^|^-122.033167^|^142.6^|^30740.2^|^7.4^|^3.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:28^|^47.716132^|^-122.033231^|^142.9^|^30746.4^|^6.9^|^4.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:29^|^47.716109^|^-122.033269^|^143.0^|^30750.2^|^7.2^|^4.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:30^|^47.716085^|^-122.033307^|^143.2^|^30754.2^|^7.6^|^3.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:31^|^47.716062^|^-122.033342^|^143.3^|^30757.8^|^7.8^|^4.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:32^|^47.716041^|^-122.033374^|^143.4^|^30761.2^|^7.8^|^3.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:33^|^47.716019^|^-122.033413^|^143.6^|^30764.9^|^8.3^|^3.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:34^|^47.716^|^-122.033452^|^143.7^|^30768.6^|^8.3^|^4.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:35^|^47.715985^|^-122.033491^|^143.8^|^30771.9^|^7.8^|^3.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:36^|^47.715969^|^-122.033532^|^144.0^|^30775.5^|^7.8^|^4.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:37^|^47.715957^|^-122.033573^|^144.1^|^30778.8^|^7.8^|^5.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:38^|^47.715951^|^-122.033614^|^144.3^|^30782.0^|^7.6^|^6.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:39^|^47.715945^|^-122.033663^|^144.6^|^30785.7^|^7.6^|^7.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:40^|^47.715941^|^-122.03372^|^144.9^|^30790.0^|^8.1^|^6.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:41^|^47.715941^|^-122.033782^|^145.2^|^30794.6^|^8.5^|^5.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 13:15:42^|^47.715943^|^-122.03384^|^145.4^|^30799.0^|^8.9^|^5.4^
