^AthleteID^|^ActivityID^|^StartTime^|^TotalElapsedTime^|^TotalDistanceMeters^|^MaxSpeedMPH^|^MeasuredTime^|^Latitude^|^Longitude^|^AltitudeMeters^|^DistanceMeters^|^CurrentSpeedMPH^|^CurrentGrade^ 
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:50^|^47.699995^|^-122.101885^|^78.0^|^10726.1^|^3.1^|^9.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:52^|^47.699989^|^-122.101932^|^78.4^|^10729.7^|^3.6^|^8.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:54^|^47.699987^|^-122.101974^|^78.7^|^10732.9^|^3.6^|^8.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:56^|^47.699993^|^-122.102021^|^79.0^|^10736.5^|^3.8^|^8.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:58^|^47.700003^|^-122.10206^|^79.2^|^10739.6^|^3.6^|^7.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:01^|^47.700006^|^-122.102118^|^79.6^|^10744.0^|^3.4^|^7.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:03^|^47.70001^|^-122.102159^|^79.8^|^10747.1^|^3.4^|^8.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:05^|^47.700015^|^-122.102202^|^80.1^|^10750.4^|^3.4^|^7.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:07^|^47.700019^|^-122.102244^|^80.4^|^10753.6^|^3.6^|^8.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:10^|^47.700034^|^-122.102297^|^80.7^|^10757.9^|^3.4^|^8.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:13^|^47.700046^|^-122.10235^|^81.1^|^10762.1^|^3.1^|^8.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:16^|^47.700054^|^-122.102407^|^81.4^|^10766.4^|^3.1^|^8.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:18^|^47.70006^|^-122.102446^|^81.7^|^10769.5^|^3.4^|^6.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:20^|^47.700064^|^-122.102486^|^81.9^|^10772.5^|^3.4^|^7.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:22^|^47.700062^|^-122.102528^|^82.0^|^10775.6^|^3.4^|^7.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:24^|^47.700043^|^-122.102572^|^82.4^|^10779.6^|^3.8^|^8.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:27^|^47.700026^|^-122.102623^|^82.8^|^10783.8^|^3.6^|^9.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:30^|^47.700017^|^-122.102676^|^83.2^|^10787.9^|^3.1^|^9.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:33^|^47.700009^|^-122.102729^|^83.6^|^10792.0^|^3.1^|^10.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:36^|^47.699992^|^-122.102777^|^84.0^|^10796.1^|^3.1^|^9.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:39^|^47.699977^|^-122.10283^|^84.5^|^10800.4^|^3.1^|^8.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:42^|^47.69996^|^-122.102876^|^84.8^|^10804.4^|^3.1^|^5.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:45^|^47.699949^|^-122.102934^|^85.0^|^10808.8^|^3.1^|^3.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:48^|^47.699942^|^-122.102988^|^85.0^|^10813.0^|^3.1^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:51^|^47.699936^|^-122.103042^|^85.0^|^10817.0^|^3.1^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:54^|^47.699922^|^-122.103092^|^85.0^|^10821.2^|^3.1^|^0.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:57^|^47.699916^|^-122.103147^|^85.0^|^10825.3^|^3.1^|^2.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:28:59^|^47.699918^|^-122.103188^|^85.1^|^10828.4^|^3.1^|^5.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:02^|^47.699909^|^-122.103235^|^85.4^|^10832.1^|^3.1^|^7.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:05^|^47.699896^|^-122.10327^|^85.7^|^10835.1^|^2.5^|^9.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:08^|^47.69988^|^-122.10332^|^86.1^|^10839.2^|^2.7^|^9.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:11^|^47.699866^|^-122.103373^|^86.5^|^10843.5^|^3.1^|^8.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:13^|^47.699858^|^-122.103422^|^86.8^|^10847.2^|^3.6^|^7.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:15^|^47.699858^|^-122.10347^|^87.0^|^10850.8^|^3.8^|^7.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:17^|^47.699854^|^-122.103521^|^87.3^|^10854.7^|^4.3^|^7.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:19^|^47.69985^|^-122.103571^|^87.6^|^10858.5^|^4.3^|^8.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:21^|^47.699848^|^-122.103622^|^87.9^|^10862.3^|^4.3^|^9.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:23^|^47.69985^|^-122.103668^|^88.3^|^10865.8^|^4.0^|^10.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:27^|^47.69983^|^-122.103719^|^88.7^|^10870.2^|^2.9^|^10.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:30^|^47.699824^|^-122.103762^|^89.1^|^10873.5^|^2.5^|^9.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:33^|^47.699816^|^-122.103807^|^89.4^|^10877.0^|^2.5^|^9.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:35^|^47.699813^|^-122.103858^|^89.8^|^10880.9^|^3.4^|^9.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:37^|^47.699815^|^-122.103918^|^90.2^|^10885.3^|^3.8^|^9.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:39^|^47.699817^|^-122.103966^|^90.6^|^10889.0^|^4.5^|^8.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:41^|^47.699815^|^-122.104021^|^91.0^|^10893.1^|^4.5^|^7.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:43^|^47.699815^|^-122.104089^|^91.3^|^10898.2^|^4.9^|^6.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:45^|^47.69981^|^-122.104152^|^91.6^|^10903.0^|^5.1^|^5.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:47^|^47.699809^|^-122.104217^|^91.8^|^10907.9^|^5.6^|^4.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:49^|^47.699811^|^-122.104286^|^92.0^|^10913.0^|^5.6^|^3.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:51^|^47.699815^|^-122.104343^|^92.1^|^10917.4^|^5.4^|^2.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:53^|^47.699824^|^-122.104408^|^92.2^|^10922.3^|^5.4^|^2.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:55^|^47.699839^|^-122.104475^|^92.3^|^10927.6^|^5.4^|^2.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:57^|^47.699853^|^-122.104534^|^92.5^|^10932.3^|^5.6^|^2.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:29:59^|^47.699859^|^-122.10459^|^92.6^|^10936.5^|^5.4^|^3.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:01^|^47.699867^|^-122.10465^|^92.7^|^10941.1^|^5.1^|^3.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:03^|^47.699891^|^-122.104719^|^93.0^|^10947.0^|^5.6^|^4.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:05^|^47.699916^|^-122.104777^|^93.2^|^10952.2^|^5.8^|^4.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:07^|^47.699919^|^-122.104826^|^93.4^|^10955.8^|^5.4^|^5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:09^|^47.699919^|^-122.104879^|^93.6^|^10959.9^|^4.7^|^6.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:11^|^47.699916^|^-122.104933^|^93.9^|^10963.9^|^4.3^|^6.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:13^|^47.699921^|^-122.104992^|^94.2^|^10968.4^|^4.7^|^7.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:15^|^47.699933^|^-122.105052^|^94.5^|^10973.0^|^4.9^|^7.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:17^|^47.699943^|^-122.105113^|^94.9^|^10977.7^|^5.1^|^7.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:19^|^47.699946^|^-122.105171^|^95.2^|^10982.1^|^5.1^|^8.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:21^|^47.699946^|^-122.105234^|^95.6^|^10986.8^|^5.1^|^8.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:23^|^47.699945^|^-122.105298^|^96.0^|^10991.7^|^5.1^|^8.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:25^|^47.699939^|^-122.105363^|^96.4^|^10996.5^|^5.4^|^8.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:27^|^47.699931^|^-122.105422^|^96.8^|^11001.1^|^5.4^|^8.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:29^|^47.699925^|^-122.105484^|^97.2^|^11005.8^|^5.1^|^8.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:31^|^47.699918^|^-122.105544^|^97.5^|^11010.4^|^5.1^|^7.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:33^|^47.699911^|^-122.105603^|^97.9^|^11014.9^|^5.1^|^7.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:35^|^47.699906^|^-122.105665^|^98.2^|^11019.6^|^5.1^|^6.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:37^|^47.699897^|^-122.105724^|^98.5^|^11024.1^|^5.1^|^5.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:39^|^47.699886^|^-122.105782^|^98.7^|^11028.6^|^5.1^|^5.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:41^|^47.699874^|^-122.105838^|^98.9^|^11033.1^|^5.1^|^4.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:43^|^47.699865^|^-122.105897^|^99.1^|^11037.5^|^4.9^|^3.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:45^|^47.699859^|^-122.105962^|^99.3^|^11042.5^|^5.1^|^3.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:47^|^47.699855^|^-122.106027^|^99.4^|^11047.4^|^5.4^|^2.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:49^|^47.699855^|^-122.106097^|^99.5^|^11052.7^|^5.6^|^1.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:51^|^47.699856^|^-122.106172^|^99.6^|^11058.3^|^5.8^|^1.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:53^|^47.699862^|^-122.106248^|^99.7^|^11064.0^|^6.3^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:55^|^47.699865^|^-122.106322^|^99.8^|^11069.6^|^6.3^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:57^|^47.699864^|^-122.106394^|^99.8^|^11075.0^|^6.3^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:30:59^|^47.699865^|^-122.106469^|^99.9^|^11080.6^|^6.3^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:01^|^47.69987^|^-122.106545^|^100.0^|^11086.3^|^6.3^|^2.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:03^|^47.699877^|^-122.10662^|^100.1^|^11092.0^|^6.3^|^2.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:05^|^47.699889^|^-122.106694^|^100.3^|^11097.7^|^6.5^|^2.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:07^|^47.6999^|^-122.106767^|^100.4^|^11103.4^|^6.5^|^3.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:09^|^47.699904^|^-122.106839^|^100.6^|^11108.8^|^6.3^|^3.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:11^|^47.699907^|^-122.10691^|^100.8^|^11114.1^|^6.0^|^3.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:13^|^47.699912^|^-122.106985^|^101.0^|^11119.8^|^6.0^|^3.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:15^|^47.699916^|^-122.107064^|^101.1^|^11125.7^|^6.3^|^2.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:16^|^47.699919^|^-122.107105^|^101.2^|^11128.8^|^6.5^|^2.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:17^|^47.699922^|^-122.107146^|^101.3^|^11131.9^|^6.7^|^1.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:18^|^47.699925^|^-122.107187^|^101.3^|^11135.0^|^6.7^|^1.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:19^|^47.699929^|^-122.107228^|^101.3^|^11138.1^|^6.9^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:20^|^47.699932^|^-122.107269^|^101.4^|^11141.2^|^6.9^|^2.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:22^|^47.699933^|^-122.107348^|^101.5^|^11147.1^|^6.7^|^2.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:23^|^47.69993^|^-122.107388^|^101.6^|^11150.2^|^6.7^|^2.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:24^|^47.699925^|^-122.107429^|^101.6^|^11153.3^|^6.7^|^2.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:25^|^47.699921^|^-122.107471^|^101.7^|^11156.4^|^6.7^|^2.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:26^|^47.699918^|^-122.107511^|^101.8^|^11159.5^|^6.7^|^2.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:28^|^47.699914^|^-122.107588^|^101.9^|^11165.3^|^6.7^|^1.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:30^|^47.699914^|^-122.107667^|^102.0^|^11171.2^|^6.7^|^0.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:32^|^47.699915^|^-122.107739^|^102.0^|^11176.6^|^6.5^|^-0.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:34^|^47.699917^|^-122.107803^|^101.9^|^11181.4^|^6.0^|^-1.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:31:36^|^47.69992^|^-122.107859^|^101.8^|^11185.6^|^5.4^|^-2.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:32:48^|^47.699919^|^-122.107904^|^101.7^|^11189.0^|^0.2^|^-2.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:32:50^|^47.699919^|^-122.107959^|^101.6^|^11193.1^|^0.2^|^-2.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:32:52^|^47.699924^|^-122.108041^|^101.4^|^11199.3^|^0.4^|^-2.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:32:53^|^47.699925^|^-122.108092^|^101.4^|^11203.1^|^0.4^|^-2.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:32:54^|^47.699926^|^-122.108147^|^101.3^|^11207.2^|^6.7^|^-1.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:32:55^|^47.699927^|^-122.108205^|^101.2^|^11211.6^|^8.3^|^-2.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:32:56^|^47.699932^|^-122.108264^|^101.1^|^11216.1^|^8.5^|^-2.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:32:57^|^47.699935^|^-122.108322^|^100.9^|^11220.5^|^9.4^|^-2.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:32:58^|^47.699938^|^-122.108382^|^100.8^|^11225.0^|^9.8^|^-3.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:32:59^|^47.699939^|^-122.108439^|^100.7^|^11229.3^|^9.8^|^-2.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:00^|^47.69994^|^-122.108498^|^100.5^|^11233.7^|^9.8^|^-3.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:01^|^47.699942^|^-122.108556^|^100.4^|^11238.1^|^9.8^|^-3.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:02^|^47.699944^|^-122.108613^|^100.2^|^11242.3^|^9.8^|^-3.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:03^|^47.699943^|^-122.108677^|^100.0^|^11247.1^|^9.8^|^-4.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:04^|^47.699942^|^-122.108739^|^99.8^|^11251.8^|^10.1^|^-5.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:05^|^47.699935^|^-122.108811^|^99.5^|^11257.3^|^10.5^|^-6.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:06^|^47.699934^|^-122.108889^|^99.1^|^11263.1^|^11.2^|^-8.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:07^|^47.699924^|^-122.108972^|^98.5^|^11269.4^|^12.1^|^-9.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:08^|^47.69992^|^-122.109066^|^97.7^|^11276.5^|^13.2^|^-9.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:09^|^47.699924^|^-122.109165^|^97.0^|^11283.9^|^14.3^|^-8.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:10^|^47.699923^|^-122.109276^|^96.4^|^11292.3^|^15.7^|^-8.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:11^|^47.699921^|^-122.109377^|^95.9^|^11299.9^|^16.6^|^-8.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:12^|^47.699926^|^-122.109482^|^95.1^|^11307.8^|^17.2^|^-9.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:13^|^47.699932^|^-122.109582^|^94.3^|^11315.2^|^17.2^|^-10.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:14^|^47.699923^|^-122.109672^|^93.5^|^11322.1^|^17.0^|^-11.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:15^|^47.699937^|^-122.109789^|^92.5^|^11331.0^|^17.2^|^-12.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:16^|^47.699974^|^-122.109903^|^91.3^|^11340.5^|^18.1^|^-12.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:33:17^|^47.699979^|^-122.110002^|^90.3^|^11348.0^|^17.9^|^-13.8^
